Number,SMILEs,NumAtoms,MW,FSP3,Cm
1478,CCCC(CCC)N(Cc1ccc(C)c(C)c1)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2,47,627.8020000000002,0.5,620.6146970433407
1479,CCC(C)N(Cc1ccc(C)c(C)c1)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2,44,585.7210000000002,0.45714285714285713,645.29439704911
1480,CCCN(Cc1ccc(C)c(C)c1)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2,43,571.6940000000002,0.4411764705882353,612.2748470404562
1481,CCC(CC)N(Cc1ccc(C)c(C)c1)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2,45,599.7480000000002,0.4722222222222222,614.6146970433408
1482,CCCCC(CCCC)N(Cc1ccc(C)c(C)c1)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2,49,655.8560000000002,0.525,626.6146970433407
1483,CCCCCC(C)N(Cc1ccc(C)c(C)c1)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2,47,627.8020000000002,0.5,663.29439704911
1484,CCCCN(Cc1ccc(C)c(C)c1)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2,44,585.7210000000002,0.45714285714285713,618.2748470404562
1485,CCC(C)N(Cc1cccc(OC)c1)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2,44,587.6930000000002,0.4411764705882353,666.8041720534369
1486,CCc1cnc(N(CCN2C[C@H](c3cc(OC)c4c(c3)OCO4)[C@@H](*)[C@@H]2c2ccc3c(c2)OCCO3)C(C)CC)nc1,42,559.6870000000002,0.5,602.5821094286598
1487,CCCCN(CCN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2)c1ncc(CC)cn1,42,559.6870000000002,0.5,575.5625594200059
1488,CCCN(CCN1C[C@H](c2ccc3c(c2)OCCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2)S(=O)(=O)CCCC(F)(F)F,42,597.6760000000003,0.5862068965517241,594.757433596339
1489,CC(C)CN(CCN1C[C@H](c2ccc3c(c2)OCCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2)S(=O)(=O)CCCC(F)(F)F,43,611.7030000000003,0.6,595.9273585977812
1490,CCCCN(CCN1C[C@H](c2ccc3c(c2)OCCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2)S(=O)(=O)CCCC(F)(F)F,43,611.7030000000003,0.6,600.7574335963391
1491,CCCCc1c(NC(=O)CN2C[C@H](c3ccc4c(c3)OCCO4)[C@@H](*)[C@@H]2c2ccc3c(c2)OCCO3)ccc2ccccc12,44,577.7010000000004,0.3611111111111111,608.4610658492389
1492,CCOc1ccc([C@H]2[C@H](*)[C@@H](c3ccc4ccoc4c3)CN2CCN(CC(C)C)S(=O)(=O)CCCC(F)(F)F)cc1F,42,597.6950000000005,0.5333333333333333,548.3721434404541
1493,CCOc1ccc([C@H]2[C@H](*)[C@@H](c3ccc4c(c3)OCC4)CN2CCN(CC(C)C)S(=O)(=O)CCOCC(F)(F)F)cc1F,43,615.7100000000005,0.6,571.2022184390119
1494,CCOc1ccc([C@H]2[C@H](*)[C@@H](c3ccc4c(c3)OCC4)CN2CCN(CC(C)C)S(=O)(=O)CCOCC(F)(F)C(F)(F)F)cc1F,46,665.7170000000006,0.6129032258064516,600.816928283127
1495,CCOc1ccc([C@H]2[C@H](*)[C@@H](c3ccc4c(c3)OCC4)CN2CCN(CC(C)C)S(=O)(=O)CC(C)C)cc1F,39,545.7410000000003,0.6,517.6102286713968
1496,CCOc1ccc([C@H]2[C@H](*)[C@@H](c3ccc4c(c3)OCC4)CN2CCN(CC(C)C)S(=O)(=O)CC(F)(F)C(F)(F)F)cc1F,43,621.6640000000004,0.5862068965517241,562.4770782802425
1497,CCOc1ccc([C@H]2[C@H](*)[C@@H](c3ccc4c(c3)OCC4)CN2CCN(CC(C)C)S(=O)(=O)CCC(F)(F)F)cc1F,41,585.6840000000004,0.5862068965517241,538.8623684361273
1498,CCCCCCS(=O)(=O)N(CCN1C[C@H](c2ccc3c(c2)OCC3)[C@@H](*)[C@@H]1c1ccc(OCC)c(F)c1)CC(C)C,41,573.7950000000002,0.625,534.4403036699545
1499,CCOc1ccc([C@H]2[C@H](*)[C@@H](c3ccc4c(c3)OCC4)CN2CCN(CC(C)C)S(=O)(=O)CCC(C)C)cc1F,40,559.7680000000004,0.6129032258064516,523.6102286713968
1500,CCCCCS(=O)(=O)N(CCN1C[C@H](c2ccc3c(c2)OCC3)[C@@H](*)[C@@H]1c1ccc(OCC)c(F)c1)CC(C)C,40,559.7680000000003,0.6129032258064516,528.4403036699546
1501,CCOc1ccc([C@H]2[C@H](*)[C@@H](c3ccc4c(c3)OCC4)CN2CCN(CC(C)C)S(=O)(=O)CCCCl)cc1F,39,566.1590000000003,0.5862068965517241,532.0550135140697
1502,CCOc1ccc([C@H]2[C@H](*)[C@@H](c3ccc4c(c3)OCC4)CN2CCN(CCOC)S(=O)(=O)CCOCC(F)(F)C(F)(F)F)cc1F,46,667.6890000000006,0.6,621.9868532845693
1503,CCCCS(=O)(=O)N(CCN1C[C@H](c2ccc3c(c2)OCC3)[C@@H](*)[C@@H]1c1ccc(OCC)c(F)c1)CC(C)C,39,545.7410000000003,0.6,522.4403036699546
1504,CCOc1ccc([C@H]2[C@H](*)[C@@H](c3ccc4c(c3)OCC4)CN2CCN(CCOC)S(=O)(=O)CCOCC(F)(F)F)cc1F,43,617.6820000000006,0.5862068965517241,592.3721434404541
1505,CCOc1ccc([C@H]2[C@H](*)[C@@H](c3ccc4c(c3)OCC4)CN2CCN(CCOC)S(=O)(=O)CC(C)C)cc1F,39,547.7130000000004,0.5862068965517241,538.7801536728391
1506,CCOc1ccc([C@H]2[C@H](*)[C@@H](c3ccc4c(c3)OCC4)CN2CCN(CCOC)S(=O)(=O)CC(F)(F)C(F)(F)F)cc1F,43,623.6360000000004,0.5714285714285714,583.6470032816848
1507,CCOc1ccc([C@H]2[C@H](*)[C@@H](c3ccc4c(c3)OCC4)CN2CCN(CCOC)S(=O)(=O)CCC(F)(F)F)cc1F,41,587.6560000000004,0.5714285714285714,560.0322934375696
1508,CCOc1ccc([C@H]2[C@H](*)[C@@H](c3ccc4c(c3)OCC4)CN2CCN(CCOC)S(=O)(=O)CCC(C)C)cc1F,40,561.7400000000004,0.6,544.7801536728391
1509,CCCCCCS(=O)(=O)N(CCOC)CCN1C[C@H](c2ccc3c(c2)OCC3)[C@@H](*)[C@@H]1c1ccc(OCC)c(F)c1,41,575.7670000000002,0.6129032258064516,555.6102286713967
