X1s,Y1s
0.372885234,0.690778296
0.25257466,0.803327951
0.247383332,0.806023522
0.569235809,0.924327271
0.231296715,0.880628089
0.292652531,0.801244475
0.246313855,0.84462826
0.316223532,0.845303825
0.342896054,0.770650113
0.605638053,0.754341335
0.474483559,0.706339902
0.485672156,0.698978529
0.374183301,0.825381888
0.245622611,0.878940897
0.518687305,0.797873323
0.316211814,0.793597957
0.186938244,0.913463263
0.377611601,0.72760462
0.16416751,0.894568733
0.148870374,0.965186548
0.222952797,0.861731031
0.209269677,0.819154478
0.232631245,0.939496371
0.219197437,0.970194441
0.485187842,0.770119827
0.420863557,0.758331078
0.307337224,0.81452756
0.181801296,0.938727505
0.363293045,0.837496914
0.303667511,0.89260411
0.333235413,0.785539419
0.330972948,0.840787279
0.259568845,0.819465115
0.359029137,0.874994559
0.576826941,0.785999208
0.604862064,0.686172133
0.319647994,0.735616373
0.27492704,0.898313953
0.32993174,0.761106391
0.373689045,0.777909645
0.333930434,0.823951365
0.406901119,0.901730145
0.30709066,0.8138503
0.358511572,0.85733529
0.359203934,0.844395883
0.32586756,0.797909647
0.554081636,0.868509294
0.306084869,0.909299033
0.40410579,0.872346439
0.360939471,0.862361878
0.223076188,0.867327638
0.494604389,0.838587218
0.393018442,0.737209374
0.416063415,0.648791964
0.471917138,0.725013366
0.314528341,0.786026399
0.288566845,0.872172477
0.340425411,0.880414616
0.41572698,0.891980666
0.339126077,0.773198074
0.364330163,0.781184503
0.2061872,0.906803147
0.620530628,0.67814799
0.400770677,0.892018026
0.539492043,0.723708213
0.307066348,0.774459398
0.522822208,0.799753776
0.483157986,0.807883076
0.278624468,0.831735153
0.487720699,0.794112927
0.633425493,0.737607116
0.395789966,0.799898992
0.490895602,0.722466498
0.418909006,0.834074771
0.515455772,0.869602791
0.511165244,0.747069537
0.601543718,0.707776802
0.56855056,0.812590116
0.515433838,0.703937721
0.137763481,0.969344669
0.18680815,0.916472073
0.285659605,0.760405395
0.340371369,0.773700891
0.225063041,0.914459348
0.776235137,0.927780681
0.380447581,0.771137491
0.563355237,0.611003576
0.434916166,0.661456013
0.363868345,0.929794274
0.516960547,0.56986928
0.452560397,0.85534638
0.544710776,0.812607583
0.33391945,0.831802293
0.445910192,0.682178092
0.386216622,0.7645976
0.272718951,0.859047956
0.216120299,0.861180511
0.104399298,0.942526243
0.43002547,0.852438738
0.338360515,0.819036027
0.258912883,0.852052939
0.436564441,0.791208131
0.406381761,0.877761538
0.503462223,0.844457162
0.376177457,0.759423572
0.312196027,0.886870809
0.439389862,0.687961329
0.428775006,0.767635513
0.47683183,0.616547976
0.331720014,0.844403844
0.250381299,0.875044718
0.234757756,0.853175995
0.598385243,0.783921682
0.428717698,0.670009418
0.353784296,0.801400469
0.212936793,0.894324654
0.531986469,0.851232822
0.505534996,0.618260433
0.25960668,0.957126273
0.345041927,0.934311707
0.477725523,0.676778851
0.386481135,0.665213422
0.519679486,0.59807762
0.400372585,0.863883642
0.350527722,0.753391727
0.149539958,0.971047901
0.340960838,0.774486299
0.312934039,0.861685157
0.234402586,0.863478153
0.152955603,0.978125889
0.347342562,0.808770014
0.410087162,0.83859318
0.343664146,0.803939308
0.440030402,0.875496272
0.253215211,0.903985996
0.460572705,0.758598514
0.311063974,0.855744098
0.285187408,0.803979622
0.182639428,0.891380855
0.487336749,0.936116356
0.551377336,0.857332878
0.270292863,0.948109587
0.351836388,0.82630565
0.12827362,0.907435592
0.258737988,0.839506965
0.15458629,0.946817651
0.22271714,0.861756125
0.204448298,0.923122523
0.234422727,0.846551384
0.188189967,0.876222191
0.251258224,0.888392566
0.32831902,0.793515849
0.21926833,0.827183882
0.245194704,0.824385892
0.445311071,0.801671725
0.241104523,0.919871324
0.622792073,0.789362713
0.594378127,0.780567339
0.203348175,0.890151048
0.323446785,0.827070531
0.574347129,0.657118259
0.316499019,0.852851944
0.482165372,0.900076832
0.3311586,0.835281655
0.439277171,0.799450288
0.449158436,0.731407932
0.506326515,0.912540539
0.274092112,0.80353232
0.335467337,0.857387806
0.414986233,0.757384303
0.324490659,0.760100199
0.602818928,0.694322643
0.343606976,0.72785959
0.187901381,0.873069846
0.238361978,0.894300266
0.386607725,0.954859924
0.320297052,0.777433794
0.727529103,0.845794917
0.541369225,0.939127532
0.454410233,0.726505665
0.600561258,0.637443042
0.132758706,0.941858856
0.332510041,0.808443296
0.277323271,0.838277432
0.273064231,0.882425074
0.310277284,0.824195967
0.312141194,0.759909794
0.294321654,0.856938616
0.452451814,0.699925528
0.102141294,0.95473939
0.240646771,0.859874609
0.351861206,0.861681328
0.409898838,0.774785118
0.348492283,0.822659659
0.342914511,0.75920592
0.406074805,0.842483664
0.146581307,0.986204379
0.303155827,0.828745942
0.205339783,0.907428323
0.609966853,0.638196292
0.56539998,0.892169119
0.604374096,0.713508753
0.551106566,0.892473464
0.363727319,0.882535314
0.653346277,0.889159332
0.392800038,0.913120354
0.426158969,0.758504323
0.342965867,0.854168288
0.214470933,0.88924578
0.311863306,0.836780703
0.358104138,0.76833791
0.571969421,0.618651839
0.650672668,0.696469379
0.325739186,0.832168214
0.22735266,0.79702655
0.524117331,0.700471203
0.373908969,0.831195711
0.485035727,0.89838434
0.342441616,0.832188686
0.660122941,0.8097529
0.19780141,0.885073816
0.528442505,0.627867465
0.217906861,0.894200666
0.205370224,0.831552742
0.307326638,0.836057547
0.468764266,0.745856263
0.263535039,0.816742941
0.19357073,0.884190385
0.17717602,0.928463138
0.450969585,0.684698396
0.646537069,0.768166446
0.245751215,0.956987285
0.345243229,0.800186704
0.314650807,0.803670296
0.374225205,0.753958051
0.261637807,0.871375415
0.567330837,0.711496075
0.486568406,0.592419842
0.32955598,0.821286833
0.507996344,0.600484737
0.39627151,0.728437166
0.70595399,0.777105754
0.513132874,0.927344555
0.263495361,0.809526499
0.177114947,0.910228653
0.539915224,0.803189925
0.512547387,0.627504398
0.499053632,0.845803604
0.595213587,0.827709406
0.44045748,0.726722146
0.407796043,0.820030842
0.335185665,0.824058208
0.596590758,0.723652575
0.512900882,0.633273197
0.454373557,0.905265434
0.219047025,0.83148879
0.211144905,0.903619215
0.278322192,0.835979078
0.289098712,0.930191879
0.222527616,0.884683164
0.305758609,0.836274688
0.631923246,0.705040009
0.367774183,0.892846831
0.487440655,0.830257891
0.457516174,0.786696794
0.590086624,0.865269932
0.351972248,0.782402624
0.321156355,0.841109632
0.569012629,0.823196209
0.583856058,0.682605253
0.346531839,0.83055076
0.449645264,0.789313688
0.346572606,0.861543528
0.255020295,0.81301426
0.369277344,0.867052341
0.408884487,0.775848421
0.473006765,0.820555147
0.274256792,0.816401114
0.617131373,0.830839966
0.27729079,0.867987877
0.273828333,0.930973844
0.415643675,0.648886346
0.269194629,0.815960593
0.366452508,0.786050684
0.335622531,0.855955615
0.259977775,0.897553041
0.391442415,0.677139949
0.340822322,0.840493433
0.309943602,0.912335859
0.203168835,0.937803443
0.176248091,0.904473493
0.182578151,0.960835997
0.306072878,0.846414467
0.251416673,0.896888221
0.611511316,0.834566221
0.627336443,0.806550246
0.324941283,0.82021844
0.353210436,0.782997405
0.280586502,0.898109214
0.537514323,0.859998593
0.345398383,0.917538602
0.365410225,0.740887789
0.50796604,0.758452876
0.556750979,0.854998626
0.60470314,0.697818952
0.354388602,0.917535415
0.444369782,0.865271358
0.330680715,0.83268227
0.235561905,0.909940433
0.236348206,0.906205595
0.433883049,0.932911383
0.362758574,0.785925154
0.294009374,0.891569718
0.246613568,0.877323877
0.437018933,0.829125805
0.354918434,0.862507219
0.360054231,0.888326707
0.55934009,0.881020735
0.302142259,0.902711357
0.453654056,0.924670222
0.432301091,0.725185207
0.451032596,0.762268393
0.487768071,0.789994637
0.315478327,0.890820491
0.463288013,0.896763425
0.334944195,0.819148798
0.270395615,0.929167394
0.189767014,0.875768486
0.239091915,0.934691781
0.437164716,0.730774315
0.392626091,0.933803222
0.206065479,0.906510023
0.208462125,0.878855318
0.544833205,0.902571889
0.564428668,0.79994424
0.513406667,0.778411924
0.456536052,0.980079681
0.336097524,0.753450686
0.6158162,0.964993865
0.217811177,0.855906462
0.355687779,0.828343324
0.377967778,0.80333782
0.615540843,0.95384038
0.52962796,0.697096849
0.521314183,0.835020993
0.487664293,0.784572915
0.423454543,0.776424
0.470128149,0.958381751
0.391305574,0.737907958
0.324354857,0.942535395
0.292050276,0.789681246
0.418538534,0.767719077
0.451034448,0.920699117
0.403530439,0.836645344
0.51100836,0.836370338
0.629573132,0.655748089
0.355584941,0.795509864
0.430250527,0.765063133
0.509455997,0.976644132
0.341800289,0.957650452
0.526353025,0.722890244
0.465648716,0.916447666
0.541473051,0.81830045
0.695382006,0.774028566
0.506607568,0.873495911
0.638800597,0.796080422
0.58860474,0.83153757
0.600220701,0.82754762
0.508871743,0.738754206
0.7140643,0.901974333
0.721931384,0.884842189
0.325003281,0.872550535
0.210766793,0.944478444
0.465434751,0.791464477
0.436281462,0.753325673
0.429928323,0.78932932
0.545142607,0.752870164
0.256662542,0.853899053
0.353174967,0.887582866
0.387240808,0.862451504
0.410739365,0.842422595
0.533099664,0.836822468
0.392914421,0.776956406
0.592897207,0.787097017
0.642509277,0.712983835
0.293797632,0.868208897
0.383931187,0.858879959
0.471427202,0.861907099
0.358129581,0.933356943
0.38938845,0.829451222
0.272131246,0.879238578
0.395936573,0.735610231
0.400333486,0.868453964
0.277083933,0.939453128
0.280307216,0.916215102
0.429625646,0.872892994
0.125166214,0.965462974
0.506034318,0.669132537
0.478054357,0.92076616
0.359950332,0.893207296
0.628638414,0.801974649
0.176099508,0.952461009
0.38831183,0.794467753
0.467416382,0.819273535
0.351597865,0.838198466
0.24140297,0.821124605
0.514471353,0.927447419
0.418743486,0.812708014
0.530404692,0.909710239
0.379839405,0.929519479
0.127766696,0.97550747
0.455327472,0.878907851
0.48776154,0.808072618
0.225532231,0.967812217
0.292074824,0.903387453
0.394001371,0.732799394
0.475339627,0.850932288
0.414671135,0.861776659
0.26190967,0.842329453
0.522229202,0.867897484
0.458599882,0.785770416
0.191083752,0.927124031
0.716754509,0.923160892
0.358956343,0.848230106
0.574524801,0.888251334
0.229454485,0.936170409
0.403223862,0.804244315
0.29868456,0.932614328
0.350253315,0.840582686
0.463569075,0.726895689
0.381698452,0.87834254
0.471569283,0.846645813
0.446069447,0.884324786
0.360179532,0.958216877
0.275149298,0.824166109
0.504970056,0.687167198
0.509654849,0.663706289
0.303915781,0.844734637
0.379196055,0.837907133
0.408694351,0.939753406
0.363987797,0.704194457
0.308067562,0.845188302
0.489420765,0.867833972
0.266315368,0.91085997
0.439946379,0.938603745
0.43578224,0.828324166
0.556954701,0.913072625
0.434972626,0.853200841
0.424750228,0.766081821
0.506947772,0.719642908
0.25471645,0.879296682
0.574900404,0.918487126
0.382808267,0.953715116
0.295047153,0.919335181
0.276713243,0.835992519
0.246932081,0.8117672
0.263145507,0.904630733
0.407793937,0.858240313
0.726150527,0.81734287
0.581819408,0.908492352
0.503409151,0.88878733
0.306782953,0.870874402
0.217204104,0.933023781
0.482136175,0.89696478
0.423596935,0.916027412
0.181503659,0.961624629
0.565664862,0.815885425
0.372929503,0.710822272
0.265871129,0.951848764
0.374426594,0.824411964
0.29837709,0.971073005
0.580258378,0.671182641
0.291776786,0.924756258
0.211812406,0.887807861
0.471397175,0.705500254
0.351227035,0.848893961
0.387663726,0.71210438
0.548673047,0.8665159
0.352099554,0.894635632
0.273390419,0.9483798
0.280467873,0.923101018
0.399222193,0.907093462
0.33146722,0.846794591
0.157967972,0.955926241
0.319669179,0.88777043
0.436203513,0.784334308
0.225432912,0.888228724
0.244124194,0.901809912
0.237529695,0.878989033
0.355974475,0.807849909
0.457459121,0.767347071
0.553367384,0.619138995
0.254193519,0.918920473
0.355762423,0.78089821
0.493293759,0.638723407
0.530224247,0.778089071
0.2823579,0.87859784
0.383333489,0.785128086
0.237566462,0.897787777
0.49610773,0.715594212
0.238614077,0.890751859
0.321173922,0.774114943
0.435194529,0.802812144
0.195232641,0.90108421
0.199041202,0.869866839
0.120924083,0.938392119
0.244718526,0.842762138
0.329777139,0.880164392
0.359337466,0.762499225
0.190047947,0.876579041
0.22449538,0.960534433
0.473298657,0.638558974
0.541337667,0.940831782
0.471017527,0.895330437
0.280395623,0.95270838
0.429718961,0.678432818
0.389182648,0.785494238
0.278050417,0.782897992
0.515265545,0.645383075
0.436654824,0.836811727
0.555952478,0.947235758
0.354573864,0.804564367
0.300617557,0.941142051
0.431095093,0.85477096
0.244684646,0.839500373
0.282779586,0.894333316
0.282700057,0.83911006
0.499977067,0.761713751
0.554893085,0.658606749
0.437661021,0.861451885
0.41061165,0.809175608
0.434903064,0.740531371
0.599636513,0.705373805
0.464971395,0.668364508
0.233294438,0.848747433
0.287591919,0.957830125
0.216189332,0.853529213
0.312682673,0.958731576
0.569706891,0.783330138
0.531707501,0.87867498
0.530997819,0.653350681
0.309193745,0.886790997
0.505690378,0.92802378
0.202784162,0.913134483
0.542564493,0.739744685
0.421078131,0.715828128
0.612174214,0.974430688
0.261796428,0.854749296
0.452838205,0.849642985
0.551448427,0.77557684
0.709201096,0.857602052
0.344998465,0.778186255
0.525000658,0.759071713
0.325729677,0.868739405
0.448252866,0.900893746
0.534637897,0.864426488
0.404758666,0.685821289
0.329104097,0.85346807
0.323788467,0.823999493
0.449093942,0.696868436
0.333649208,0.743254936
0.509175546,0.858361271
0.202527877,0.86909164
0.310745694,0.864380724
0.567621589,0.754835416
0.129469437,0.952978005
0.341507121,0.825208162
0.331991323,0.836831443
0.426967266,0.853834179
0.36631094,0.872377687
0.466992297,0.808063452
0.400134153,0.696370999
0.33116234,0.805598798
0.42616569,0.715717021
0.423954344,0.961951276
0.399391516,0.854859372
0.576490605,0.761488962
0.268487066,0.918264419
0.207743459,0.936900078
0.441296396,0.897473115
0.197694928,0.942693593
0.318878227,0.970944148
0.497092156,0.900593669
0.467121236,0.954853623
0.257203399,0.813229077
0.321801543,0.882953784
0.304495903,0.799981501
0.303270264,0.902281713
0.242934304,0.855027704
0.221883379,0.870886779
0.337641938,0.739387515
0.290596639,0.843994799
0.139667831,0.995351749
0.363674225,0.745627238
0.230552514,0.967145742
0.184996618,0.907228583
0.405473326,0.782765303
0.408336625,0.911232413
0.423261347,0.889166689
0.425147211,0.954569066
0.65669175,0.762550829
0.491401743,0.663285229
0.604684341,0.864819393
0.778514236,0.859814847
0.580013052,0.937216028
0.445404392,0.851772675
0.36635788,0.727534952
0.629762239,0.719429175
0.384855717,0.801871134
0.468789943,0.859431238
0.445284862,0.873970637
0.49048901,0.798636835
0.268935987,0.867229582
0.25202924,0.838090914
0.373424273,0.772109595
0.458502951,0.674610807
0.457248639,0.967438302
0.391879852,0.772731839
0.365507663,0.807655911
0.314112307,0.838190684
0.53744267,0.694706097
0.447609745,0.746871825
0.386676149,0.955107967
0.550961486,0.818745993
0.347414716,0.996233733
0.224103098,0.942755378
0.544700909,0.775181308
0.396598327,0.782634553
0.48247149,0.73701185
0.351209529,0.74269271
0.615268805,0.813810605
0.367312001,0.803320449
0.19153732,0.993568853
0.248418921,0.921910264
0.607774139,0.648328464
0.242409939,0.956238281
0.411127878,0.726812417
0.603064817,0.701667146
0.256073061,0.924365783
0.440628989,0.843095299
0.511270125,0.758623527
0.242755,0.948817173
0.586890877,0.716897555
0.254535897,0.781749303
0.412744914,0.861168972
0.327690205,0.865111001
0.29806779,0.852882954
0.281482356,0.986937919
0.537149626,0.790090928
0.227953463,0.88626362
0.337409838,0.753647159
0.260501635,0.848027625
0.419316368,0.894316023
0.305383993,0.939935624
0.374139651,0.919318788
0.233387141,0.890588633
0.444970275,0.976739753
0.415994832,0.836698239
0.297763386,0.835554715
0.24959898,0.844048
0.516153766,0.859605093
0.322687007,0.900943448
0.370425788,0.831971056
0.281014582,0.915963699
0.410459078,0.777642535
0.198680316,0.924999727
0.245702487,0.918383268
0.375586149,0.750508575
0.289062235,0.849830041
0.316877284,0.918196658
0.252533731,0.822818553
0.478685965,0.720288772
0.464289722,0.753774247
0.361757411,0.672429044
0.358133259,0.926810601
0.372469489,0.891399825
0.341463553,0.844225748
0.405716648,0.860320268
0.269600369,0.804063938
0.312297411,0.854160141
0.565235655,0.836705069
0.431802855,0.949911344
0.620964863,0.777266726
0.511908408,0.952617062
0.483347895,0.77224248
0.519980273,0.595595786
0.622756138,0.953117921
0.211296969,0.891498559
0.178118468,0.893943618
0.223288297,0.866280661
0.266429989,0.847732001
0.159383312,0.880141003
0.566538069,0.769886755
0.241996053,0.837872026
0.453609872,0.873543308
0.403979588,0.872718513
0.31605705,0.857626483
0.296028597,0.963974587
0.386435661,0.723664394
0.51974918,0.714469769
0.318794023,0.834174602
0.522667052,0.726568357
0.440200875,0.71190112
0.464855348,0.719339609
0.265300908,0.858736587
0.429481874,0.763829061
0.456645965,0.748348387
0.454081276,0.710294936
0.537894073,0.757389962
0.303579236,0.751220639
0.410038249,0.825756715
0.499637767,0.680739078
0.317468594,0.844070783
0.296054068,0.940652864
0.202757974,0.924202954
0.153862117,0.913403322
0.269743355,0.781905322
0.33269914,0.773922267
0.193522054,0.897808445
0.319985196,0.980763525
0.471953014,0.805236244
0.593351894,0.67793649
0.315270223,0.904055066
0.282405883,0.8192828
0.426944477,0.711942576
0.30620053,0.871504016
0.383395643,0.924449711
0.242059284,0.809953649
0.551289111,0.615143327
0.376025454,0.795286046
0.335724762,0.962072656
0.386769244,0.897691621
0.451943641,0.709353697
0.367626223,0.836326025
0.428297629,0.706027209
0.415788974,0.644499975
0.45285256,0.889515239
0.420773415,0.860707888
0.434928963,0.846796238
0.449420225,0.696768987
0.561623984,0.82909069
0.348241688,0.769025493
0.679696406,0.716151193
0.385577012,0.897609363
0.388396633,0.697413222
0.478247983,0.753094678
0.563400114,0.891322622
0.515213433,0.893080648
0.482424468,0.66459397
0.245693622,0.893762358
0.452538228,0.967475783
0.608054989,0.706071063
0.517293232,0.883157339
0.528537984,0.85024755
0.377627148,0.979594698
0.400358053,0.742763185
0.537220049,0.590467313
0.252299532,0.84859527
0.684396664,0.703046863
0.584833774,0.647338807
0.416927496,0.805673299
0.28418104,0.830258717
0.450357071,0.843075697
0.277598276,0.813445744
0.365598214,0.9604123
0.393029244,0.763796706
0.409010368,0.745399056
0.404557266,0.929175881
0.437271745,0.968708938
0.315863906,0.778979765
0.298661909,0.887335797
0.232420396,0.943890561
0.481263556,0.973688196
0.391831032,0.693194356
0.305259899,0.850785833
0.210191698,0.820073811
0.360522613,0.825362277
0.335348519,0.75429225
0.162614462,0.894085327
0.40043258,0.701449483
0.221200626,0.865050368
0.209479976,0.867204878
0.35735048,0.839023033
0.240860481,0.880662288
0.359187675,0.83022812
0.199014739,0.86934517
0.565648724,0.893489892
0.583832008,0.863759971
0.354826975,0.809872308
0.436976918,0.802567023
0.568025525,0.823521387
0.252968581,0.857329832
0.38758536,0.743939275
0.234754115,0.862108058
0.489367075,0.738470751
0.489871376,0.916607194
0.512154249,0.777064791
0.592410813,0.753880218
0.645213295,0.749650361
0.32593129,0.81839944
0.537440735,0.895508407
0.337148925,0.897647633
0.431521158,0.706285207
0.368582223,0.866961925
0.542493546,0.731951463
0.408727446,0.691006269
0.272275529,0.933362859
0.333044891,0.891432102
0.397521128,0.755463669
0.54131015,0.945071542
0.257728003,0.932663694
0.607813764,0.75702136
0.320693912,0.936323906
0.50886204,0.728405927
0.375755707,0.790318706
0.317665559,0.78421598
0.187704942,0.917311768
0.669882164,0.928240346
0.57937278,0.840656192
0.273488322,0.963362065
0.258415895,0.92717287
0.572306819,0.707188434
0.420766823,0.894938746
0.437025808,0.804313508
0.290137592,0.779696248
0.138670182,0.982757427
0.442543709,0.839134956
0.3974489,0.803214969
0.400886424,0.917537172
0.333097083,0.794384483
0.398937359,0.867109647
0.460375684,0.715558115
0.127598952,0.909073059
0.545016168,0.722153328
0.280477104,0.894957526
0.355967822,0.722575829
0.248543469,0.892456262
0.56652843,0.657111115
0.241017542,0.88070252
0.142489844,0.936142776
0.184819429,0.876542725
0.230299746,0.911423497
0.235913497,0.88316009
0.283591233,0.906859892
0.18398582,0.908302322
0.30674985,0.764623666
0.411195611,0.900873948
0.301972956,0.807957532
0.352873038,0.884917911
0.408965218,0.92312208
0.182273546,0.917006094
0.418706831,0.822364894
0.248422627,0.874105785
0.456259812,0.910278989
0.416468419,0.760421489
0.13415024,0.933984622
0.285240842,0.936633244
0.318081098,0.940683572
0.430158108,0.807151396
0.554056386,0.666860625
0.530420454,0.748084865
0.272462789,0.83565608
0.167370801,0.910916211
0.37462168,0.851220916
0.363808523,0.820861931
0.117524105,0.939756872
0.388887162,0.863695084
0.39060222,0.918371808
0.415068745,0.862480058
0.319291255,0.815744326
0.454343005,0.686564235
0.326611709,0.928876283
0.292553138,0.811604183
0.368760639,0.695876473
0.403520249,0.800378479
0.323447638,0.753577347
0.273545917,0.867756917
0.202173397,0.914489793
0.313212443,0.840731
0.357333209,0.788127187
0.328532297,0.913236278
0.519843083,0.763457107
0.242020736,0.855442789
0.32698865,0.823063621
0.391525362,0.867531557
0.470810155,0.77483692
0.502125824,0.722296778
0.373232283,0.817746579
0.266610498,0.832324891
0.353802447,0.768454329
0.292934019,0.798746633
0.254454403,0.87243168
0.214489114,0.854320042
0.386106689,0.868478648
0.457214097,0.693493986
0.582495457,0.777134122
0.334565844,0.860739386
0.474619953,0.677880059
0.448254361,0.714820094
0.5634258,0.77223204
0.234150638,0.856373163
0.175365067,0.948792474
0.246525693,0.893669228
0.417775057,0.690361642
0.137581521,0.915538077
0.287190552,0.927496467
0.419503748,0.856973034
0.337514744,0.900260692
0.270264433,0.962566345
0.140439286,0.936517131
0.312371939,0.86425438
0.213109491,0.919601659
0.202443905,0.930438861
0.375972257,0.763366554
0.391267655,0.758571127
0.262370509,0.954359956
0.27184026,0.872824082
0.515245356,0.662608698
0.184967016,0.943207467
0.204454693,0.88318722
0.49185632,0.783836918
0.485067067,0.857621973
0.166658301,0.889952543
0.454979941,0.939482845
0.530249931,0.664732855
0.203943153,0.85100481
0.499834704,0.823512759
0.460275519,0.676135375
0.544350423,0.660024498
0.464786357,0.943615042
0.168889129,0.972284237
0.176769992,0.844049985
0.344911901,0.779767132
0.328743983,0.74426633
0.363096566,0.861795964
0.238049207,0.932808518
0.312927514,0.810595281
0.482417104,0.840333723
0.533396013,0.745036348
0.439938681,0.895350521
0.382554574,0.935272957
0.395138056,0.880431011
0.208968213,0.910252961
0.325311091,0.82328215
0.519389767,0.69832699
0.123896646,0.942117193
0.521404278,0.770832085
0.486117804,0.713543808
0.192071084,0.857536625
0.397100009,0.91206237
0.525565773,0.720910811
0.315031192,0.911654862
0.557754649,0.909778281
0.508956585,0.595896715
0.628022708,0.723762456
0.497593259,0.804962187
0.434503651,0.786313757
0.168393926,0.9267613
0.379566438,0.814377224
0.454106467,0.716343136
0.536479358,0.865525317
0.270326761,0.817016434
0.424775184,0.671843787
0.226685239,0.9480312
0.303125422,0.977250614
0.455249136,0.697197667
0.383389414,0.927464415
0.623942296,0.695896703
0.420920888,0.897695875
0.602127298,0.713905266
0.272172352,0.786727978
0.234704203,0.828171967
0.401046679,0.716215865
0.230388571,0.966463383
0.433832122,0.651392886
0.322475677,0.81450026
0.160755477,0.968349251
0.181713233,0.890474386
0.315162497,0.772756619
0.465161597,0.767621261
0.378336075,0.873241751
0.12643619,0.969565959
0.197083394,0.860273249
0.522903794,0.779340873
0.250549239,0.82842956
0.486550374,0.70039409
0.347268157,0.761221315
0.158300092,0.979680437
0.345698344,0.917165502
0.396680283,0.781604918
0.333251407,0.785766505
0.433006404,0.867031058
0.249566622,0.847430302
0.296831615,0.76383013
0.497356233,0.754560627
0.263054471,0.837276157
0.266270786,0.838514662
0.075149854,0.985596094
0.114166735,0.94405284
0.253058851,0.909646313
0.295239218,0.791493221
0.215149434,0.856756663
0.179017845,0.899485214
0.496937491,0.698106356
0.537095056,0.665885214
0.233541717,0.845597174
0.44951575,0.801981442
0.312253329,0.791019385
0.292800452,0.783134477
0.304183069,0.883714399
0.340564352,0.901503096
0.39415857,0.768947495
0.271984732,0.826745455
0.196775681,0.903588384
0.297568305,0.845382747
0.327966378,0.737482149
0.264993332,0.884661664
0.324318763,0.765266813
0.227457536,0.971456661
0.260040345,0.962874574
0.143136368,0.930858758
0.188398242,0.868957052
0.345214258,0.766401138
0.409317292,0.724014911
0.243017258,0.843964138
0.310659195,0.764978139
