Number,SMILES,MW,FSP3,Cm
7644,C=CCCCCOC(=O)[C@@H]1[C@H]2C(=O)N(CCCO)C(C(=O)N(CC=C)C(C)CCC)C23CC[C@@]1(C)S3=O,536.7350000000004,0.75,642.4706621862447
7645,C=CCN(CCN1CCOCC1)C(=O)C1N(CCCO)C(=O)[C@@H]2[C@@H](C(=O)O)[C@@]3(C)CCC12S3=O,497.6140000000003,0.782608695652174,604.9087495585825
7646,C=CCCOC(=O)[C@@H]1[C@H]2C(=O)N(CCCO)C(C(=O)N(CC=C)c3ccc(OC)cc3)C23CC[C@@]1(C)S3=O,544.6700000000003,0.5357142857142857,636.13081218336
7647,C=CCN(C(=O)C1N(CCCO)C(=O)[C@@H]2[C@@H](C(=O)O)[C@@]3(C)CCC12S3=O)c1ccc(N(CC)CC)cc1,531.6750000000004,0.5925925925925926,610.0786745600246
7648,C=CCOC(=O)[C@@H]1[C@H]2C(=O)N(CCCO)C(C(=O)N(CC=C)c3c(C)cccc3C)C23CC[C@@]1(C)S3=O,528.6710000000003,0.5357142857142857,606.2059996797542
7649,C=CCCCOC(=O)[C@@H]1[C@H]2C(=O)N(CCCO)C(C(=O)N(CC=C)C(C)(C)CC(C)(C)C)C23CC[C@@]1(C)S3=O,564.7890000000004,0.7666666666666667,620.4511121775907
7650,C=CCN(CCCCC)C(=O)C1N(CCCO)C(=O)[C@@H]2[C@@H](C(=O)O)[C@@]3(C)CCC12S3=O,454.5890000000002,0.7727272727272727,566.1112621747061
7651,C=CCOC(=O)[C@@H]1[C@H]2C(=O)N([C@H](CO)c3ccccc3)C(C(=O)N(CC=C)C3CCCCC3)C23CC[C@@]1(C)S3=O,568.7360000000006,0.5806451612903226,645.7353246927349
7652,C=CCCCOC(=O)[C@@H]1[C@H]2C(=O)N([C@H](CO)c3ccccc3)C(C(=O)N(CC=C)c3ccccc3Cl)C23CC[C@@]1(C)S3=O,625.187,0.42424242424242425,710.6898845397349
7653,C=CCOC(=O)[C@@H]1[C@H]2C(=O)N([C@H](CO)c3ccccc3)C(C(=O)N(CC=C)c3cc(C)ccc3C)C23CC[C@@]1(C)S3=O,590.7420000000003,0.42424242424242425,689.9052496941773
7654,C=CCN(C(=O)C1N([C@H](CO)c2ccccc2)C(=O)[C@@H]2[C@@H](C(=O)O)[C@@]3(C)CCC12S3=O)c1c(C)cccc1Cl,571.0950000000004,0.41379310344827586,674.1801095354077
7655,C=CCCCCOC(=O)[C@@H]1[C@H]2C(=O)N([C@@H](CC)CO)C(C(=O)N(CC=C)c3ccc4ccccc4c3)C23CC[C@@]1(C)S3=O,606.7850000000001,0.5,714.660137196341
7656,C=CCCOC(=O)[C@@H]1[C@H]2C(=O)N([C@@H](CC)CO)C(C(=O)N(CC=C)C(C)(C)CC(C)(C)C)C23CC[C@@]1(C)S3=O,564.7890000000004,0.7666666666666667,647.4706621862447
7657,C=CCCOC(=O)[C@@H]1[C@H]2C(=O)N([C@@H](CC)CO)C(C(=O)N(CC=C)Cn3nnc4ccccc43)C23CC[C@@]1(C)S3=O,583.7110000000004,0.5517241379310345,740.0330493393162
7658,C=CCCCCOC(=O)[C@@H]1[C@H]2C(=O)N([C@@H](CC)CO)C(C(=O)N(CC=C)c3cc(C)ccc3C)C23CC[C@@]1(C)S3=O,584.7790000000003,0.59375,689.9804371905717
7659,C=CCCOC(=O)[C@@H]1[C@H]2C(=O)N([C@@H](CC)CO)C(C(=O)N(CC=C)c3c(C)cccc3Cl)C23CC[C@@]1(C)S3=O,577.1430000000004,0.5517241379310345,693.5951470346869
7660,C=CCN(C(=O)[C@H]1[C@H]2C(=O)N(CCO)C(C(=O)N(CC=C)C(C)CCC)C23CC[C@]1(C)S3=O)c1ccccc1,555.7410000000004,0.5666666666666667,673.4969682606167
