Number,SMILEs,NumAtoms,MW,FSP3,Cm
84,CCS(=O)c1cc(-c2ccc(F)c(F)c2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,35,527.4960000000001,0.13636363636363635,572.7269028131149
85,CCS(=O)c1cc(-c2ccc(NC(C)=O)cc2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,37,548.5680000000001,0.16666666666666666,576.7851955044337
86,CCS(=O)c1cc(-c2ccc(C(=O)N(C)C)cc2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,38,562.5950000000001,0.2,573.1250455073183
87,CCS(=O)c1cc(-c2ccc(C#N)cc2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,35,516.5260000000002,0.13043478260869565,534.1413393146591
88,CCS(=O)c1cc(-c2cccc(C#N)c2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,35,516.5260000000002,0.13043478260869565,556.4811893175439
89,CCS(=O)c1cc(-c2ccc(N(C)C)cc2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,36,534.5850000000002,0.20833333333333334,537.9551205058762
90,CCS(=O)c1cc(-c2cccc(N(C)C)c2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,36,534.5850000000002,0.20833333333333334,564.2949705087609
91,CCS(=O)c1cc(-c2ccc(C(F)(F)F)cc2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,37,559.513,0.17391304347826086,534.749622889615
92,CCS(=O)c1cc(-c2cccc(C(F)(F)F)c2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,37,559.513,0.17391304347826086,557.0894728924998
93,CCS(=O)c1cc(-c2ccc(Cl)cc2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,34,525.9610000000001,0.13636363636363635,523.9422679675573
94,CCS(=O)c1cc(-c2cccc(Cl)c2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,34,525.9610000000001,0.13636363636363635,550.2821179704421
95,CCS(=O)c1cc(-c2ccc(F)cc2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,34,509.50600000000014,0.13636363636363635,523.9422679675573
96,CCS(=O)c1cc(-c2cccc(F)c2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,34,509.50600000000014,0.13636363636363635,550.2821179704421
97,CCS(=O)c1cc(-c2ccccc2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,33,491.5160000000002,0.13636363636363635,505.9125206241632
98,CCS(=O)c1cc(C#N)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,29,440.4280000000001,0.17647058823529413,503.8014893117746
99,CCS(=O)c1cc([N+](=O)[O-])cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,30,460.41500000000013,0.1875,524.2591266927665
100,CCS(=O)c1c(-c2cnc(OC(F)(F)C(F)(F)C(F)(F)F)n(C)c2=O)nc2ccc(C(F)(F)F)cn12,36,554.3660000000001,0.3888888888888889,539.9106111471698
101,CCCn1c(-n2ccc(S(=O)(=O)C(F)(F)F)cc2=O)ncc(-c2nc3ccccn3c2S(=O)CC)c1=O,37,555.5600000000001,0.2727272727272727,595.8147577801194
102,CCS(=O)c1c(-c2cnc(OCC(F)(F)C(F)(F)F)n(C)c2=O)nc2ccc(C(F)(F)F)cn12,34,518.3860000000001,0.3888888888888889,510.2959013030546
103,CCCn1c(-n2ccc(S(=O)C(F)(F)F)cc2=O)ncc(-c2nc3ccccn3c2S(=O)CC)c1=O,36,539.5610000000003,0.2727272727272727,635.550095273629
104,CCS(=O)c1c(-c2cnc(OCC(F)(F)C(F)F)n(C)c2=O)nc2ccc(C(F)(F)F)cn12,33,500.3960000000001,0.3888888888888889,505.8283963838817
105,CCCn1c(-n2ccc(SC(F)(F)F)cc2=O)ncc(-c2nc3ccccn3c2S(=O)CC)c1=O,35,523.5620000000002,0.2727272727272727,570.7200202750713
106,CCS(=O)c1c(-c2cnc(OC(C)C(F)(F)F)n(C)c2=O)nc2ccc(C(F)(F)F)cn12,32,482.4060000000001,0.3888888888888889,513.7007414675933
107,CCCn1c(-c2ccc(N(C)CC(F)(F)F)nc2)ncc(-c2nc3ccccn3c2S(=O)CC)c1=O,36,518.5650000000002,0.3333333333333333,548.8378076531784
108,CCS(=O)c1c(-c2cnc(OC(F)(F)C(F)(F)F)n(C)c2=O)nc2ccc(C(F)(F)F)cn12,33,504.3590000000001,0.35294117647058826,510.2959013030546
109,CCCn1c(-c2ccc(S(=O)(=O)C(F)(F)F)nc2)ncc(-c2nc3ccccn3c2S(=O)CC)c1=O,36,539.5610000000001,0.2727272727272727,568.83105158746
110,CCS(=O)c1c(-c2cnc(OCC(F)F)n(C)c2=O)nc2ccc(C(F)(F)F)cn12,30,450.38900000000007,0.35294117647058826,476.2136865397664
111,CCCn1c(-c2ccc(S(=O)C(F)(F)F)nc2)ncc(-c2nc3ccccn3c2S(=O)CC)c1=O,35,523.5620000000001,0.2727272727272727,608.5663890809697
112,CCS(=O)c1c(-c2cnc(OCC(F)(F)F)n(C)c2=O)nc2ccc(C(F)(F)F)cn12,31,468.3790000000001,0.35294117647058826,480.6811914589394
113,CCCn1c(-c2ccc(SC(F)(F)F)nc2)ncc(-c2nc3ccccn3c2S(=O)CC)c1=O,34,507.5630000000002,0.2727272727272727,543.7363140824119
114,CCS(=O)c1c(-c2cnc(OC(F)F)n(C)c2=O)nc2ccc(C(F)(F)F)cn12,29,436.3620000000001,0.3125,471.3836115412087
115,CCCn1c(-c2cncc(S(=O)(=O)C(F)(F)F)c2)ncc(-c2nc3ccccn3c2S(=O)CC)c1=O,36,539.5610000000003,0.2727272727272727,564.0009765889024
116,CCS(=O)c1c(-c2cnc(OC(F)(F)F)n(C)c2=O)nc2ccc(C(F)(F)F)cn12,30,454.3520000000001,0.3125,476.6811914589394
117,CCCn1c(-c2cncc(S(=O)C(F)(F)F)c2)ncc(-c2nc3ccccn3c2S(=O)CC)c1=O,35,523.5620000000002,0.2727272727272727,603.736314082412
118,CCS(=O)c1c(-c2cnc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n(C)c2=O)nc2ccc(C(F)(F)F)cn12,41,638.3810000000001,0.45,560.8001808325156
119,CCCn1c(-c2cncc(SC(F)(F)F)c2)ncc(-c2nc3ccccn3c2S(=O)CC)c1=O,34,507.5630000000002,0.2727272727272727,538.9062390838543
120,CCS(=O)c1c(-c2cnc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n(C)c2=O)nc2ccc(C(F)(F)F)cn12,38,588.3740000000001,0.42105263157894735,531.1854709884004
121,O=S(Cc1c(Cl)cccc1Cl)c1nnc(C2CCCCC2)s1,22,375.3460000000003,0.4666666666666667,279.3044221169162
122,O=S(Cc1c(Cl)cccc1Cl)c1nnc(C2CC2)s1,19,333.26500000000016,0.3333333333333333,270.3044221169162
123,CCc1nnc(S(=O)Cc2c(Cl)cccc2Cl)s1,18,321.254,0.2727272727272727,265.1344971154739
